y,x,,
1143744.51066,3076408.52081,,
1143883.17909,3076412.85556,,
1144052.58299,3076431.35602,,
1144167.37936,3076449.81783,,
1144280.25967,3076474.61419,,
1144378.39911,3076505.11884,,
1144427.3123,3076523.57759,,
1144488.97203,3076544.26584,,
1144570.84583,3076578.79742,,
1144657.21585,3076619.97675,,
1144811.24562,3076705.10571,,
1144965.52845,3076817.44124,,
1145069.65118,3076901.55672,,
1145164.78607,3076993.82375,,
1145221.59031,3077061.88419,,
1145271.28792,3077134.75181,,
1145340.5031,3077265.26879,,
1145407.41817,3077407.7001,,
1145461.21953,3077530.25707,,
1145486.94313,3077595.79534,,
1145504.80768,3077657.73567,,
1145523.72708,3077730.97687,,
1145541.5132,3077794.52048,,
1145558.08776,3077849.96971,,
1145577.71188,3077908.78205,,
1145607.96784,3078013.11113,,
1145627.43518,3078075.12999,,
1145652.84499,3078147.08151,,
1145678.25474,3078219.03308,,
1145698.50524,3078265.01985,,
1145733.22031,3078343.85437,,
1145756.677,3078389.99788,,
1145779.82031,3078442.5543,,
1145797.17778,3078481.97165,,
1145823.37062,3078537.89125,,
1145855.81927,3078597.33068,,
1145888.1112,3078659.97662,,
1145935.3376,3078745.85117,,
1145977.40491,3078805.76084,,
1146031.35712,3078885.53606,,
1146095.08478,3078962.575,,
1146146.77083,3079022.95501,,
1146204.55601,3079090.06143,,
1146249.98618,3079146.92177,,
1146286.58103,3079187.27975,,
1146335.06074,3079247.5034,,
1146380.33415,3079307.57042,,
1146428.97054,3079364.58776,,
1146454.39665,3079396.84471,,
1146593.54334,3079537.65679,,
1147295.88091,3080247.20293,,
1147378.47619,3080314.81103,,
1147473.65552,3080371.00771,,
1147584.09262,3080431.38674,,
1147688.34457,3080477.71858,,
1147760.95388,3080503.60414,,
1147844.26584,3080521.42241,,
1147982.84268,3080533.35208,,
1148126.10471,3080519.73889,,
1148263.85214,3080478.36583,,
1148407.74726,3080416.67549,,
1148539.89641,3080349.2562,,
1148721.67426,3080215.53705,,
1148863.61244,3080088.46034,,
1148985.56973,3079948.37929,,
1149079.53234,3079812.34808,,
1149103.85815,3079774.96604,,
1149135.38047,3079721.86444,,
1149161.7013,3079676.54419,,
1149184.65896,3079634.27379,,
1149214.57801,3079581.0937,,
1149267.53298,3079484.03975,,
1149308.56012,3079400.86688,,
1149351.73893,3079306.54914,,
1149396.08894,3079228.56604,,
1149420.69963,3079173.72153,,
1149464.22748,3079080.81203,,
1149510.13132,3078939.28168,,
1149537.09195,3078835.07337,,
1149577.69048,3078727.77178,,
1149618.06791,3078625.32959,,
1149662.18908,3078520.26426,,
1149713.12769,3078425.2793,,
1149749.77536,3078363.32341,,
1149833.62383,3078225.99145,,
1149899.71652,3078123.14892,,
1149955.24978,3078039.07609,,
1149985.01002,3077997.49254,,
1150028.06854,3077930.1332,,
1150062.32636,3077886.80662,,
1150089.84779,3077846.65527,,
1150124.74235,3077793.42673,,
1150166.35296,3077731.17337,,
1150211.48331,3077662.66326,,
1150257.08356,3077584.53309,,
1150285.71154,3077524.85963,,
1150312.92788,3077470.09122,,
1150334.63158,3077424.85087,,
1150372.84831,3077320.18562,,
1150399.99255,3077225.082,,
1150420.09721,3077142.49175,,
1150431.16755,3077080.35326,,
1150438.5615,3077027.67816,,
1150444.50878,3076971.71806,,
1150449.0094,3076912.47299,,
1150452.14163,3076848.33961,,
1150455.50872,3076779.39622,,
1150455.16224,3076687.77124,,
1150451.48981,3076631.34134,,
1150449.26397,3076578.19641,,
1150444.45798,3076512.06821,,
1150433.35823,3076410.27521,,
1150420.10704,3076319.6273,,
1150403.96241,3076222.40951,,
1150395.20755,3076138.40986,,
1150377.5498,3075932.29728,,
1150370.57647,3075758.42029,,
1150366.90667,3075552.05914,,
1150366.20262,3075390.51558,,
1150367.79369,3075317.42182,,
1150372.60594,3075251.76336,,
1150376.51928,3075171.59662,,
1150379.57162,3075109.06655,,
1150381.09892,3075044.85488,,
1150378.55881,3074998.12338,,
1150373.75131,3074931.99536,,
1150364.13402,3074865.63258,,
1150351.36588,3074786.54013,,
1150335.67108,3074724.42092,,
1150318.93635,3074672.17523,,
1150303.1788,3074632.83447,,
1150278.42781,3074580.19759,,
1150254.57576,3074542.06899,,
1150222.78577,3074501.94586,,
1150190.91751,3074463.4261,,
1150089.54878,3074359.49573,,
1150039.47416,3074306.5705,,
1149995.09299,3074261.01171,,
1149955.20854,3074222.101,,
1149915.3241,3074183.19034,,
1149868.89008,3074139.4652,,
1149795.44112,3074060.28163,,
1149702.42805,3073959.5256,,
1149600.55292,3073829.12867,,
1149548.50799,3073733.80851,,
1149512.39056,3073628.95666,,
1149492.4092,3073545.51012,,
1149489.52611,3073428.53465,,
1149502.44459,3073339.82065,,
1149526.85908,3073261.97642,,
1149562.60237,3073198.4301,,
1149678.69438,3073037.43182,,
1149828.76622,3072861.11076,,
1149896.57138,3072788.88263,,
1149930.59127,3072750.36352,,
1149994.95532,3072682.78876,,
1150055.17443,3072634.29744,,
1150122.27573,3072576.49884,,
1150178.97558,3072534.26428,,
1150225.74319,3072497.9738,,
1150282.28666,3072458.94578,,
1150349.07524,3072407.56016,,
1150388.96072,3072380.57676,,
1150445.81707,3072335.13519,,
1150495.40025,3072307.01753,,
1150585.26,3072243.89955,,
1150674.72882,3072188.79814,,
1150784.29691,3072116.99803,,
1150896.5804,3072052.16223,,
1150954.3894,3072015.99135,,
1151025.56626,3071980.90515,,
1151117.85102,3071933.9762,,
1151239.15102,3071885.24772,,
1151330.96687,3071847.93867,,
1151439.12827,3071804.99788,,
1151507.87303,3071779.42099,,
1151629.48636,3071724.27849,,
1151704.95714,3071692.60068,,
1151836.8159,3071625.09996,,
1151900.54783,3071585.67952,,
1152021.95058,3071491.94254,,
1152099.24855,3071421.82805,,
1152155.22574,3071366.13786,,
1152211.45366,3071305.30512,,
1152264.06444,3071234.49138,,
1152310.44051,3071140.32069,,
1152336.32621,3071070.86607,,
1152347.90026,3071031.25041,,
1152361.39027,3070985.29935,,
1152375.5056,3070926.52118,,
1152389.73728,3070832.39029,,
1152405.72202,3070736.7089,,
1152422.91254,3070584.02011,,
1152435.87056,3070479.44827,,
1152437.66605,3070376.67505,,
1152439.14878,3070280.31538,,
1152442.507,3070145.47435,,
1152444.77088,3070033.08076,,
1152439.99623,3069933.20173,,
1152441.7909,3069830.42848,,
1152446.32316,3069737.43184,,
1152450.35223,3069638.86901,,
1152459.67824,3069546.26449,,
1152478.29554,3069460.53059,,
1152496.67874,3069379.59863,,
1152520.25355,3069290.89728,,
1152548.162,3069212.03384,,
1152564.28307,3069177.52108,,
1152585.51782,3069136.8396,,
1152625.2948,3069077.80794,,
1152681.46746,3069011.55273,,
1152727.41272,3068957.63487,,
1152759.3835,3068927.10315,,
1152805.99346,3068892.47123,,
1152853.89206,3068864.31994,,
1152916.19592,3068836.87047,,
1153020.66091,3068800.24373,,
1153087.53269,3068777.83011,,
1153145.85568,3068766.23131,,
1153244.42741,3068751.77996,,
1153345.65456,3068748.68934,,
1153438.64492,3068750.01087,,
1153513.71691,3068756.87737,,
1153590.15562,3068768.62395,,
1153636.26101,3068777.28819,,
1153693.25868,3068792.9011,,
1153756.73679,3068807.22527,,
1153826.46139,3068825.0628,,
1153896.18605,3068842.90036,,
1153973.75784,3068864.32929,,
1154033.56703,3068888.10182,,
1154077.44817,3068909.49385,,
1154168.09977,3068958.83676,,
1154275.81223,3069020.24263,,
1154391.13791,3069090.0422,,
1154621.16563,3069242.44776,,
1154732.97841,3069318.49493,,
1154863.68678,3069401.88121,,
1154969.25327,3069474.41546,,
1155236.60516,3069651.1059,,
1155432.04448,3069788.99318,,
1155609.3686,3069903.53479,,
1155777.55722,3070008.00447,,
1155933.09692,3070108.64904,,
1156047.95611,3070188.05661,,
1156171.32698,3070290.34308,,
1156302.58523,3070428.31461,,
1156368.02027,3070534.19596,,
1156396.13183,3070615.79423,,
1156405.0252,3070678.22197,,
1156399.84501,3070770.0129,,
1156384.73845,3070849.5044,,
1156357.02245,3070957.26317,,
1156279.00554,3071151.3781,,
1156207.64168,3071311.13959,,
1156184.8987,3071354.70712,,
1156137.69852,3071441.75853,,
1156092.63036,3071520.32217,,
1156004.2493,3071641.45,,
1155694.9958,3072030.51805,,
1155579.28224,3072166.07452,,
1155471.68874,3072266.72671,,
1155357.77081,3072365.46559,,
1155274.61618,3072425.59125,,
1155191.7739,3072479.31386,,
1155117.79367,3072515.81876,,
1155060.44438,3072540.29852,,
1155014.68991,3072557.32116,,
1154965.96845,3072569.38547,,
1154904.36395,3072582.4259,,
1154813.94832,3072594.06099,,
1154720.33157,3072605.53991,,
1154600.71469,3072623.77319,,
1154508.54268,3072638.53152,,
1154421.01647,3072656.72545,,
1154301.16586,3072679.76067,,
1154157.15019,3072704.82609,,
1154044.38562,3072730.61352,,
1153945.10921,3072759.46555,,
1153839.80138,3072796.84804,,
1153766.58371,3072834.19126,,
1153700.90056,3072881.52893,,
1153632.93354,3072959.24052,,
1153580.05499,3073040.09476,,
1153545.60281,3073105.00061,,
1153525.10701,3073163.36702,,
1153506.13367,3073223.41217,,
1153500.58973,3073271.27651,,
1153498.16885,3073320.89771,,
1153505.03909,3073377.39017,,
1153520.96615,3073445.55597,,
1153551.02468,3073552.91916,,
1153578.74099,3073642.51872,,
1153663.84197,3073871.30065,,
1153668.78013,3073885.17985,,
1153715.8978,3074004.60742,,
1153759.30709,3074101.39119,,
1153832.85342,3074238.15383,,
1153904.2139,3074353.95154,,
1153962.26256,3074446.63675,,
1154019.33551,3074526.43844,,
1154066.14171,3074586.4851,,
1154138.75186,3074676.67242,,
1154222.25369,3074773.80958,,
1154348.26868,3074887.46267,,
1154527.61061,3075026.18243,,
1154766.83848,3075187.08048,,
1154874.38996,3075251.69808,,
1154991.46714,3075318.38541,,
1155171.24101,3075415.41074,,
1155299.36663,3075485.84707,,
1155379.27952,3075525.0482,,
1155451.26747,3075562.25799,,
1155548.55302,3075607.12106,,
1155636.86006,3075638.70955,,
1155747.73244,3075668.1907,,
1155841.3887,3075688.80865,,
1155951.44228,3075702.20444,,
1156069.89002,3075707.98731,,
1156140.70927,3075703.42207,,
1156242.87878,3075681.13268,,
1156337.27962,3075653.65025,,
1156420.86675,3075617.61698,,
1156475.09509,3075591.38228,,
1156529.63607,3075558.74453,,
1156597.82344,3075517.92465,,
1156719.30092,3075420.38343,,
1156828.73609,3075315.01026,,
1156929.42682,3075191.55956,,
1157030.97702,3075050.5001,,
1157094.51525,3074928.02208,,
1157161.65599,3074772.86806,,
1157214.60153,3074614.62215,,
1157246.14886,3074488.16716,,
1157275.98171,3074271.39983,,
1157295.97684,3073993.17811,,
1157299.26213,3073662.79431,,
1157277.48486,3072859.44072,,
1157251.79602,3072399.27749,,
1157232.82026,3072064.59933,,
1157228.28993,3071894.29295,,
1157232.19233,3071748.46651,,
1157238.32052,3071655.69973,,
1157247.96218,3071556.68594,,
1157252.95884,3071520.02425,,
1157267.12971,3071459.7412,,
1157286.25868,3071396.49071,,
1157312.1457,3071339.08306,,
1157340.62905,3071276.0911,,
1157370.47283,3071219.94235,,
1157394.58696,3071177.06805,,
1157441.66147,3071114.98236,,
1157493.31187,3071063.2851,,
1157547.39616,3071009.68158,,
1157712.45821,3070849.24701,,
1157856.08695,3070700.60355,,
1158068.58172,3070455.83141,,
1158158.29476,3070327.02273,,
1158214.08078,3070202.97846,,
1158250.97026,3070071.59457,,
1158269.58983,3069985.85357,,
1158276.96404,3069867.47242,,
1158271.80683,3069775.75876,,
1158259.62256,3069696.53948,,
1158227.64027,3069529.70696,,
1158176.24938,3069267.2575,,
1158125.09495,3069065.7947,,
1158075.58145,3068896.50411,,
1158023.06301,3068755.95009,,
1157946.10295,3068590.13663,,
1157900.53664,3068504.47794,,
1157827.09352,3068398.20625,,
1157774.42242,3068326.64304,,
1157698.13078,3068245.90637,,
1157639.48785,3068198.12129,,
1157562.92543,3068155.88175,,
1157484.52845,3068118.36667,,
1157410.69967,3068085.88794,,
1157277.72357,3068048.92362,,
1157091.76929,3068012.58803,,
1156839.13294,3067961.77263,,
1156692.80671,3067935.39049,,
1156554.17224,3067915.80135,,
1156453.72009,3067902.88572,,
1156326.7491,3067885.68785,,
1156146.27375,3067857.42421,,
1156046.36797,3067833.3035,,
1155937.71605,3067791.10686,,
1155898.79126,3067766.74735,,
1155801.30274,3067693.00378,,
1155696.15946,3067578.77411,,
1155637.71022,3067494.09601,,
1155598.39072,3067411.95422,,
1155574.02265,3067319.30891,,
1155567.14721,3067262.81531,,
1155565.15162,3067204.95484,,
1155570.92535,3067152.28631,,
1155579.04287,3067117.38181,,
1155599.06645,3067068.61625,,
1155635.40828,3067014.22713,,
1155671.20444,3066971.04316,,
1155686.22049,3066949.79425,,
1155783.08307,3066848.12775,,
1155831.52854,3066808.76859,,
1155991.11504,3066694.59372,,
1156166.31863,3066589.20142,,
1156331.88249,3066517.03486,,
1156537.69721,3066442.01395,,
1156680.34881,3066412.05427,,
1156830.45852,3066393.68951,,
1157012.66009,3066375.2825,,
1157247.52889,3066362.64865,,
1157459.44327,3066360.1292,,
1157651.83821,3066363.07772,,
1157800.1575,3066381.53085,,
1157925.83346,3066403.6954,,
1158025.50868,3066432.6171,,
1158148.80494,3066470.7119,,
1158270.11098,3066516.73292,,
1158420.66162,3066588.247,,
1158592.60927,3066681.6631,,
1158774.671,3066798.03667,,
1158920.46199,3066901.41239,,
1159068.51915,3067024.15431,,
1159230.86866,3067182.89444,,
1159311.96546,3067263.86561,,
1159391.46153,3067344.75902,,
1159461.19724,3067428.38653,,
1159510.51316,3067502.99657,,
1159596.02707,3067657.9966,,
1159785.13461,3068025.04075,,
1159906.10223,3068242.74539,,
1160000.16459,3068386.93125,,
1160158.06759,3068636.92494,,
1160240.72737,3068751.67269,,
1160323.85503,3068856.81563,,
1160396.04859,3068922.91444,,
1160476.86996,3068976.59656,,
1160612.46995,3069058.62238,,
1160725.85277,3069102.6588,,
1160844.8961,3069129.3199,,
1160939.26338,3069135.52274,,
1161013.0548,3069135.909,,
1161087.47033,3069123.48833,,
1161225.56424,3069088.49571,,
1161339.95875,3069045.92947,,
1161453.06465,3068996.8816,,
1161587.91692,3068929.63698,,
1161691.73043,3068873.71725,,
1161850.63208,3068773.94548,,
1162008.71312,3068658.08638,,
1162078.75434,3068603.72991,,
1162197.0025,3068485.8704,,
1162290.58992,3068339.64747,,
1162346.84171,3068231.96178,,
1162386.76276,3068082.68051,,
1162406.90752,3067951.33905,,
1162412.29617,3067875.98853,,
1162412.53685,3067729.92971,,
1162399.26892,3067543.68801,,
1162378.09689,3067343.31367,,
1162369.3043,3067250.68405,,
1162340.31292,3066989.31166,,
1162328.51527,3066914.71742,,
1162304.67011,3066769.20455,,
1162294.83434,3066653.58794,,
1162289.9357,3066577.73662,,
1162293.51876,3066433.55937,,
1162310.86095,3066324.42144,,
1162339.61887,3066227.86853,,
1162384.97394,3066108.0649,,
1162412.39622,3066038.94239,,
1162455.08034,3065973.99973,,
1162513.44362,3065904.66481,,
1162579.60806,3065840.19462,,
1162630.92927,3065795.25089,,
1162699.41048,3065755.61719,,
1162805.90345,3065721.27581,,
1162928.8722,3065701.4842,,
1163027.0895,3065695.95412,,
1163133.46133,3065699.41341,,
1163273.70271,3065713.11384,,
1163403.32454,3065733.17138,,
1163519.31534,3065750.84697,,
1163692.8429,3065786.78992,,
1163816.98863,3065813.45516,,
1163901.78799,3065836.48667,,
1164056.29167,3065874.94096,,
1164174.71073,3065913.35735,,
1164300.07087,3065950.39323,,
1164395.15695,3065973.92581,,
1164468.37374,3065987.8012,,
1164562.16299,3066002.6781,,
1164665.10845,3066005.97104,,
1164725.52866,3066000.31969,,
1164819.52354,3065975.68034,,
1164894.17477,3065941.0051,,
1164974.39459,3065900.72966,,
1165047.02092,3065856.14592,,
1165111.32579,3065806.00137,,
1165192.14505,3065734.31953,,
1165252.65791,3065677.18229,,
1165297.25424,3065622.57472,,
1165336.17228,3065562.63788,,
1165381.51218,3065466.56821,,
1165416.23075,3065367.14635,,
1165444.27562,3065249.93135,,
1165466.25926,3065151.32534,,
1165477.83512,3065090.02087,,
1165492.66505,3064961.85125,,
1165495.07684,3064841.67002,,
1165494.98543,3064772.92352,,
1165483.17301,3064591.90085,,
1165458.89607,3064363.87532,,
1165420.6911,3064145.47482,,
1165394.04025,3064022.16124,,
1165352.16375,3063858.58047,,
1165323.71461,3063736.89821,,
1165270.57809,3063486.84284,,
1165231.53585,3063264.97013,,
1165219.60894,3063192.2112,,
1165191.40884,3063065.38599,,
1165161.87432,3062965.99265,,
1165114.56544,3062843.39393,,
1165035.51693,3062702.06642,,
1164947.22931,3062574.03822,,
1164868.52432,3062496.31382,,
1164750.80557,3062408.09976,,
1164628.90782,3062335.14953,,
1164528.12983,3062287.28588,,
1164450.68616,3062254.30518,,
1164408.74403,3062233.36197,,
1164363.12309,3062217.39546,,
1164137.94732,3062148.01672,,
1164025.16942,3062099.57017,,
1163902.18891,3062048.90919,,
1163808.2692,3062001.37989,,
1163714.59966,3061948.70737,,
1163654.46694,3061913.13209,,
1163594.83439,3061867.27019,,
1163534.15438,3061807.60945,,
1163459.04553,3061726.62534,,
1163404.092,3061655.21377,,
1163381.5082,3061624.9014,,
1163362.68647,3061587.89797,,
1163342.90054,3061535.38123,,
1163328.92438,3061469.39902,,
1163331.84152,3061409.39357,,
1163361.50974,3061293.97824,,
1163403.14237,3061215.23281,,
1163459.28729,3061156.09618,,
1163514.51547,3061115.81837,,
1163574.88672,3061075.79049,,
1163651.02049,3061029.65472,,
1163798.77613,3060959.50411,,
1163984.16455,3060892.90089,,
1164242.47334,3060810.9379,,
1164421.8864,3060761.22857,,
1164575.16764,3060718.84149,,
1164792.46448,3060667.53584,,
1165077.87291,3060593.76215,,
1165126.45903,3060584.09376,,
1165258.91908,3060545.84947,,
1165512.58904,3060453.34673,,
1165676.65889,3060401.17119,,
1165788.46374,3060363.64095,,
1165903.61424,3060327.99172,,
1166023.49153,3060301.16487,,
1166165.98968,3060268.56298,,
1166254.59132,3060248.80884,,
1166273.69986,3060244.58175,,
1166466.00002,3060212.68122,,
1166571.32966,3060202.3327,,
1166704.30494,3060224.26198,,
1166765.19112,3060244.40662,,
1166841.09061,3060273.8738,,
1166918.20466,3060313.71156,,
1167002.72439,3060377.96949,,
1167087.37537,3060474.88712,,
1167134.01087,3060540.74137,,
1167171.99081,3060607.89362,,
1167254.5227,3060783.76398,,
1167341.6618,3061006.26075,,
1167411.69168,3061191.8359,,
1167493.68631,3061414.08365,,
1167555.34576,3061559.72493,,
1167620.05315,3061678.01705,,
1167703.91662,3061826.45702,,
1167791.95908,3061959.63309,,
1167828.97384,3062011.27243,,
1167874.39411,3062066.75774,,
1168007.72616,3062222.76004,,
1168110.73454,3062330.88578,,
1168220.93427,3062432.48709,,
1168310.01332,3062509.00093,,
1168408.16502,3062575.64446,,
1168508.86511,3062625.22586,,
1168652.26033,3062680.32103,,
1168742.21018,3062703.60046,,
1168859.84192,3062723.07032,,
1168972.83075,3062732.00261,,
1169062.4841,3062726.05093,,
1169119.81253,3062713.37124,,
1169229.90977,3062675.75955,,
1169378.69419,3062607.60293,,
1169436.34197,3062565.49354,,
1169488.3136,3062521.61744,,
1169535.22515,3062475.77656,,
1169584.10133,3062424.87519,,
1169649.40853,3062354.14893,,
1169728.80163,3062241.14111,,
1169831.26985,3062077.69533,,
1169902.25692,3061960.84086,,
1170050.95813,3061694.80369,,
1170123.86205,3061538.51238,,
1170182.38275,3061395.27085,,
1170244.24888,3061253.91038,,
1170324.67686,3061084.23458,,
1170395.74611,3060965.66361,,
1170449.55101,3060884.06403,,
1170526.31137,3060789.83069,,
1170589.98662,3060717.30393,,
1170656.00751,3060667.23384,,
1170725.37414,3060619.04494,,
1170781.57242,3060594.27744,,
1170839.06858,3060578.1664,,
1170903.1729,3060567.53254,,
1170972.0042,3060565.72182,,
1171055.84972,3060573.23424,,
1171127.19355,3060590.4512,,
1171240.15087,3060635.47109,,
1171313.88832,3060709.52137,,
1171353.75161,3060773.33188,,
1171382.47033,3060836.60077,,
1171413.01072,3060915.42653,,
1171436.77619,3060992.20435,,
1171455.48131,3061067.01755,,
1171463.26809,3061118.95698,,
1171475.09061,3061299.99494,,
1171490.08028,3061415.87642,,
1171500.39025,3061557.31093,,
1171497.94783,3061713.59377,,
1171494.32692,3061823.41446,,
1171467.09364,3062030.05286,,
1171452.52858,3062223.55755,,
1171454.06092,3062404.0954,,
1171470.39316,3062563.00992,,
1171489.22672,3062670.48519,,
1171515.66882,3062762.86227,,
1171547.58801,3062848.63099,,
1171638.52525,3063028.36153,,
1171709.01563,3063120.85273,,
1171778.33478,3063193.70213,,
1171830.62106,3063233.52613,,
1171862.90993,3063255.83257,,
1171909.70838,3063279.7376,,
1171989.58311,3063301.52453,,
1172044.03186,3063312.7666,,
1172105.67251,3063317.48365,,
1172155.39471,3063319.90225,,
1172238.11062,3063315.33216,,
1172305.47898,3063308.29678,,
1172437.03697,3063288.91519,,
1172541.24551,3063266.48447,,
1172696.26106,3063224.18149,,
1172799.42263,3063187.94978,,
1172888.95112,3063149.33611,,
1173041.87266,3063079.43095,,
1173158.20437,3063019.777,,
1173384.67707,3062886.41742,,
1173548.2573,3062774.06072,,
1173686.20215,3062658.73801,,
1173769.0765,3062580.26809,,
1173856.63087,3062476.2442,,
1173939.37493,3062365.11107,,
1173984.19437,3062291.66505,,
1174010.89027,3062234.67695,,
1174029.8509,3062193.23309,,
1174075.10973,3062098.83963,,
1174117.93807,3062019.5796,,
1174376.14133,3061274.62925,,
1174403.3829,3061163.90957,,
1174435.93719,3061024.55275,,
1174449.14221,3060965.03761,,
1174474.4209,3060833.92085,,
1174477.49262,3060700.00588,,
1174467.22828,3060592.9431,,
1174448.93854,3060509.55312,,
1174430.48204,3060429.59263,,
1174389.10412,3060326.17422,,
1174361.24099,3060262.94441,,
1174337.60503,3060218.82654,,
1174296.3582,3060148.07135,,
1174277.03275,3060121.35071,,
1174252.73009,3060090.95067,,
1174207.55399,3060030.31731,,
1174170.36766,3059982.10363,,
1174123.14361,3059928.24595,,
1174083.74271,3059890.23735,,
1173976.8757,3059790.51268,,
1173914.22016,3059735.90547,,
1173782.05069,3059626.35811,,
1173638.01977,3059517.01075,,
1173520.24446,3059429.94672,,
1173446.5528,3059377.22249,,
1173372.94331,3059322.80774,,
1173327.08711,3059290.07681,,
1173111.8123,3059165.82696,,
1172901.90403,3059064.53653,,
1172784.79877,3058998.69206,,
1172604.20564,3058895.38921,,
1172448.66506,3058807.0536,,
1172377.33391,3058749.11459,,
1172298.71942,3058674.30354,,
1172238.84911,3058600.04239,,
1172197.60608,3058542.11777,,
1172175.33512,3058512.22808,,
1172162.96077,3058487.90285,,
1172141.43587,3058444.94979,,
1172124.24132,3058409.74041,,
1172103.06902,3058350.2759,,
1172078.41858,3058256.2683,,
1172070.08088,3058180.24012,,
1172071.7316,3058075.47901,,
1172081.03899,3057989.99553,,
1172102.26495,3057906.80956,,
1172151.88455,3057773.94513,,
1172200.01783,3057627.96917,,
1172221.79229,3057568.87157,,
1172251.6739,3057484.38689,,
1172278.12627,3057399.73562,,
1172304.91158,3057308.22561,,
1172365.7901,3057080.87357,,
1172390.22809,3056966.90605,,
1172409.10595,3056861.26211,,
1172435.50943,3056643.87018,,
1172446.39573,3056447.14279,,
1172453.28734,3056234.35636,,
1172455.9169,3056038.55023,,
1172463.24048,3055887.65857,,
1172479.51972,3055764.70099,,
1172517.20583,3055625.59506,,
1172548.79976,3055541.19235,,
1172594.27666,3055454.02583,,
1172627.71862,3055402.36832,,
1172680.52021,3055341.33788,,
1172743.44289,3055284.2359,,
1172800.30657,3055245.7458,,
1172846.13391,3055222.18864,,
1172900.3678,3055202.47682,,
1172982.91774,3055201.32624,,
1173068.73056,3055203.77145,,
1173208.57851,3055226.02599,,
1173340.81949,3055263.38014,,
1173445.46063,3055302.83263,,
1173599.7927,3055380.79016,,
1173661.8186,3055413.01874,,
1173780.8931,3055473.79703,,
1173924.68839,3055556.40023,,
1174101.44478,3055668.1035,,
1174248.00399,3055764.59171,,
1174398.15907,3055857.81732,,
1174566.2598,3055970.82078,,
1174891.70793,3056170.52571,,
1175158.89241,3056331.30985,,
1175285.70954,3056409.65472,,
1175459.20519,3056517.76646,,
1175603.33569,3056593.51487,,
1175835.92302,3056724.21283,,
1175960.40006,3056779.29129,,
1176084.87107,3056835.17944,,
1176201.35166,3056878.64819,,
1176325.27387,3056910.44665,,
1176430.91763,3056929.32608,,
1176497.62349,3056936.00223,,
1176609.07757,3056941.41325,,
1176775.7347,3056942.62906,,
1176884.34264,3056935.8701,,
1176984.87681,3056918.40616,,
1177105.18852,3056882.99515,,
1177166.3683,3056861.90163,,
1177269.06739,3056799.85278,,
1177377.99292,3056715.76106,,
1177451.62552,3056650.58191,,
1177564.18048,3056527.13246,,
1177610.21134,3056464.05076,,
1177698.34411,3056348.0095,,
1177767.62292,3056238.39618,,
1177788.14154,3056197.67171,,
1177805.82129,3056152.12086,,
1177819.60537,3056080.59813,,
1177824.81583,3056008.65924,,
1177820.90316,3055912.21363,,
1177806.86853,3055811.83908,,
1177798.91058,3055763.32502,,
1177785.89169,3055712.84651,,
1177763.25028,3055648.15024,,
1177712.68961,3055485.84356,,
1177683.10596,3055422.5294,,
1177550.88682,3055172.03726,,
1177441.84081,3054939.85889,,
1177363.92666,3054774.5076,,
1177314.54731,3054658.66852,,
1177266.04138,3054561.70996,,
1177213.15831,3054445.77048,,
1177132.40953,3054161.68335,,
1177105.40353,3054045.21158,,
1177081.8076,3053858.43323,,
1177061.32718,3053749.15351,,
1177052.40171,3053685.12388,,
1177044.39104,3053602.23151,,
1177039.56016,3053524.64986,,
1177042.30468,3053468.06158,,
1177054.53744,3053393.02633,,
1177087.54451,3053279.46542,,
1177125.74702,3053200.53299,,
1177173.18821,3053108.29783,,
1177228.2881,3053035.3411,,
1177264.91047,3052988.98962,,
1177318.4304,3052948.61398,,
1177383.78697,3052912.24991,,
1177463.11069,3052871.40652,,
1177573.63185,3052825.2004,,
1177678.42697,3052790.74839,,
1177766.6257,3052779.5554,,
1177900.45671,3052784.32582,,
1177977.13993,3052793.02288,,
1178120.15894,3052825.91831,,
1178323.84721,3052878.76655,,
1178394.86799,3052902.8367,,
1178494.20772,3052945.46878,,
1178621.45072,3053015.23708,,
1178738.73809,3053077.64737,,
1178978.70697,3053197.57352,,
1179027.35345,3053222.27806,,
1179091.65048,3053278.68147,,
1179170.71492,3053349.55222,,
1179320.68594,3053482.30413,,
1179427.02016,3053557.93572,,
1179537.0335,3053628.5893,,
1179598.7329,3053667.67857,,
1179662.47979,3053699.99164,,
1179818.95834,3053769.4616,,
1179950.13155,3053829.10993,,
1180095.10631,3053887.70902,,
1180326.70306,3053967.69915,,
1180605.51469,3054031.07195,,
1180784.90174,3054053.52491,,
1180951.31959,3054059.87851,,
1181080.42826,3054055.82768,,
1181231.6632,3054056.28798,,
1181312.4252,3054056.76768,,
1181399.79694,3054062.72481,,
1181514.60569,3054070.01287,,
1181628.9987,3054085.8755,,
1181747.82743,3054119.86593,,
1181867.59222,3054166.35125,,
1181939.20015,3054210.93585,,
1182036.07915,3054291.46734,,
1182078.8034,3054344.91083,,
1182101.36424,3054411.32571,,
1182099.46917,3054521.24708,,
1182084.85379,3054609.92382,,
1182039.30657,3054769.29599,,
1181974.23035,3054941.47205,,
1181917.26122,3055088.25686,,
1181882.94729,3055177.20965,,
1181809.54849,3055359.78153,,
1181774.97359,3055446.53106,,
1181706.34643,3055609.17794,,
1181660.11412,3055711.7901,,
1181571.32845,3055912.03575,,
1181401.8469,3056216.65745,,
1181342.61136,3056339.26488,,
1181307.71582,3056456.17787,,
